order_date,category,units_sold,inventory_on_hand,unit_price,_injected_anomaly
"Apr 27, 2023",CLOTHING,405, ,$38.52,
11-Mar-24,CLOTHING,434,1143,40.12,
2023.03.07, furniture,149,412,411.7,
2023.05.27,Electroncs,257,705,$245.09,
12-02-2023,Electronics,269,700,$247.80,
2025.05.16,GROCERIES ,NULL,1573,8.1,
2024.07.01, Toys ,170,,24.38,
2024.05.16,Toyz,207,na,$25.80,
30-Mar-24, furniture,122,245,$390.05,
17-Apr-24, Toys ,236,635,$25.81,
"Dec 06, 2023", furniture,149,375,409.01,
"Jun 16, 2024",Furniture,109,204,$408.92,
07-07-2024, Electronics ,259,741,$246.06,
14-Jun-24, furniture,120,219,390.01,
2023.04.12, Clothing,494,1351,40.87,
06/28/2025, Clothing,321,943,39.88,
01-Jan-24,Furnitature,100,177,399.36,
23-Jun-24,Cloting,361,775,"40,99",
10-04-2023,ELECTRONICS,295,875,250.2,
2024.05.09, furniture,143,?,379.15,
03-05-2023,Groceries,-651,1624,$8.58,
20-Dec-24,GROCERIES ,571,1055,8.49,
2025.06.01,CLOTHING,372,660,$41.32,
09-08-2023,electronics,160,275,$238.34,
2023.02.22,groceries,194,337,8.45,drop
2023.06.17, groceries ,548,823,$8.12,
2024.03.04,Groceries,678,1099,8.85,
"Mar 02, 2025",Toyz,198,415,24.72,
"Jul 20, 2023",electronics,248,539,240.55,
2023.03.15,FURNITURE ,161,357,$398.53,
06-Jul-24,GROCERIES ,480,1328,8.75,
"Jun 21, 2025", Electronics ,305,682,$245.91,
30-06-2023, furniture,87,187,$397.96,
02/28/2024,CLOTHING, ,1007,39.18,
01-Mar-25, furniture,113,176,412.14,
14-05-2023,clothing,352,759,$40.58,
"Apr 06, 2025",CLOTHING,387,865,$39.02,
"Apr 14, 2023", Clothing,322,554,38.12,
2023.12.16,ELECTRONICS,290,567,246.68,
"Oct 20, 2023", groceries ,,986,8.19,
14-Mar-23,groceries,767,2160,8.14,
04-10-2024,Toyz,263,726,N/A,
2025.05.25,Toys,197,318,24.56,
2023.06.14,Cloting,424,687,"38,54",
01/27/2024,GROCERIES ,507,1319,8.08,
"Apr 21, 2024",Cloting,361,821,$38.20,
01/18/2024,toys,190,399,$26.18,
"Oct 28, 2023",Cloting,229,N/A,"41,91",
05/29/2025,Toyz,239,599,"24,81",
2023.03.29,Toys,241, ,25.64,
06-02-2024,FURNITURE ,130,311,386.2,
12-Jan-24,groceries,531,1547,$8.65,
20-09-2023,GROCERIES ,441,967,8.83,
"Apr 14, 2025",GROCERIES ,594,1237,8.29,
26-Feb-24,clothing,380,639,38.78,
12/25/2024,Toys,290,819,24.15,
18-02-2025,CLOTHING,469,951,39.64,
30-07-2024, groceries ,514,1209,8.7,
09/19/2024,clothing,246,643,38.04,
2025.06.10,toys,233,413,25.27,
19-May-25,electronics,384,943,250.37,
"Feb 08, 2023",Furnitature,141,311,385.42,
29-04-2024,ELECTRONICS,342,793,?,
"Jun 21, 2024",Grocery,487,1185,8.51,
04-01-2024,FURNITURE ,148,382,396.22,
05-12-2025, Clothing,371,640,41.12,
"May 03, 2025",GROCERIES ,507,784,8.23,
01/18/2025, Electronics ,284,651,261.31,
01-07-2023,Electroncs,-200,302,"239,37",
09-04-2024,GROCERIES ,753,1459,$8.11,
12-08-2023, groceries ,342,906,8.53,
2025.02.11,CLOTHING,452,893,$39.62,
2023.02.20, groceries ,709,1550,8.7,
"Aug 29, 2023",Grocery,513,945,$8.79,
04-11-2025,FURNITURE ,140,416,389.45,
09-Jun-25,Toys,,431,$25.78,
09/23/2023,clothing,186,540,$39.42,
09/29/2023, Clothing,194,474,41.87,
2024.04.20,toys,195,360,$23.70,
06/20/2024,Clothing,403,981,"39,68",
31-03-2025,ELECTRONICS,394,?,$237.95,
05/21/2024,Clothing,438,843,$41.32,
29-Dec-24,Toyz,219,480,24.26,
"Sep 21, 2024", Clothing,212,null,38.98,
2023.07.12,electronics,null,648,"251,12",
04-02-2025,furniture,156,414,413.54,
2023.08.22, furniture,90,240,$414.88,
04-Sep-24, Clothing,289,708,39.76,
"Mar 25, 2024",electronics,387,753,$237.77,
30-Oct-23, furniture,71,200,407.26,
2023.02.22,Cloting,446,1035,38.51,
01/23/2024,Furniture,146,355,NULL,
05-05-2025,CLOTHING,387,915,39.07,
2023.05.05,FURNITURE ,99,267,417.77,
06-Jun-25,Grocery,462,978,8.12,
2024.04.13,Cloting,399,1085,41.04,
19-03-2024, Toys ,259,446,NULL,
2023.07.24,GROCERIES ,463,942,8.75,
2025.02.24,clothing,371,734,40.33,
22-Feb-23, Electronics ,?,763,"244,45",
24-Feb-25,Toyz,223,457,$25.55,
20-May-23,groceries,556, ,8.14,
27-11-2024,Toys,265,724,$24.56,
25-Nov-23,CLOTHING,361,637,$38.71,
"Feb 24, 2025", groceries ,672,1565,8.63,
"Nov 09, 2024",Clothing,373,1001,41.69,
"Oct 14, 2023",TOYS,106,256,24.65,
2023.01.10, Electronics ,266,617,$259.92,
12-06-2024, Toys ,224,547,$24.07,
"Jun 21, 2023",CLOTHING,460,954,$40.56,
03/13/2024,Electronics,400,1096,?,
"Jun 26, 2024",Grocery,710,1339,8.91,
2023.12.06,Toyz,246,641,null,
2024.03.04, Clothing,-438,982, ,
12-Aug-23,TOYS,106,?,null,
2024.12.02,Electroncs,353,798,248.67,
10-11-2023,Groceries,420,683,"8,82",
01/28/2023, Clothing,305,649,$38.64,
28-01-2025, Clothing,490,1086,38.63,
"Aug 14, 2023",GROCERIES ,385,581,"8,65",
"May 17, 2024",Toyz,185,344,$24.32,
02-10-2023,Furniture,100,284,$379.67,
11/22/2023, Toys ,231,377,25.64,
"Jan 13, 2025",TOYS,179,313,25.52,
02-07-2025,CLOTHING,312,779,$40.38,
26-02-2025,furniture,172,399,401.11,
10/13/2024, Toys ,113,N/A,"25,22",
29-Aug-24,Grocery,446,934,8.13,
03-Nov-23,FURNITURE ,107,NULL,386.94,
06/21/2024,ELECTRONICS,240,643,249.51,
11-05-2023,Toys,156,302,$24.43,
2024.01.21,Grocery,556,954,$8.38,
28-10-2024,TOYS,115,271,25.02,
30-Jul-23,Electronics,211,361,$251.17,
24-Nov-24,electronics,?,878,$261.21,
18-Mar-24,toys,222,519,$24.75,
01/16/2025,Grocery,599,1103,"8,37",
"Sep 18, 2023",Toys,96,174,"24,22",
"May 13, 2025", Clothing,553,947,"39,51",
"Jan 12, 2023",Furniture,101,273,410.82,
11-Aug-23,GROCERIES ,390,1148,"8,83",
2023.10.20,Furnitature,58,174,385.17,
04-Aug-23, furniture,65,163,413.26,
01/21/2025,clothing,455,1315,N/A,
"May 01, 2025",Toyz,233,535,24.47,
02-06-2023,Clothing,322,854,N/A,
11/28/2023,FURNITURE ,117,179,418.07,
11-06-2023,Cloting,385,N/A,38.93,
"Jul 06, 2024",Furniture,90,237,$394.62,
18-11-2023,Furnitature,115,311,"413,37",
18-06-2025,Electroncs,-363,716,"242,92",
05-10-2024,Electronics,301,855,$247.94,
2024.11.05,Grocery,680,1101,8.24,
2024.07.14, Toys ,149,225,null,
"Dec 30, 2024",ELECTRONICS,355,NULL,257.93,
"Nov 01, 2023", groceries ,770,1881,$8.63,
26-Dec-23,CLOTHING,438,?,41.18,
2025.01.30, furniture,135,351,393.66,
"Apr 06, 2024",Cloting,384,718,39.61,
04/18/2023,groceries,831,2203,8.46,
01-06-2023,Furnitature,77,224,414.2,
23-Aug-23,FURNITURE ,106,222,409.83,
"Dec 06, 2024",ELECTRONICS,341,597,248.27,
14-06-2023,furniture,-130,294,407.16,
2024.12.06,TOYS,183,420,24.56,
2024.08.07, Clothing,332,876,$38.98,
31-Aug-23, Toys ,121,null,25.1,
20-Dec-24,Clothing,394,607,39.28,
10-Feb-24,toys,-189,523,24.01,
2023.09.12,TOYS,145,416,23.93,
01-Sep-24,ELECTRONICS,195,515,261.76,
04/23/2023,TOYS,170,,24.54,
01-01-2023,Electroncs, ,416,243.07,
18-Sep-24,ELECTRONICS,215,562,NULL,
"Oct 09, 2023", Electronics ,157,null,252.13,
"Nov 23, 2023",FURNITURE ,130,368,416.36,
2024.02.18,Electroncs,299,757,242.53,
02/17/2024,Furniture,99,170,$413.19,
13-02-2024,electronics,60,130,$253.81,drop
"Aug 15, 2024",groceries,456,854,8.56,
2024.10.27, Clothing,223,629,$38.54,
01-08-2023,Furniture,95,196,412.05,
27-Mar-24,Furnitature,?,386,392.9,
11-12-2024,electronics,357,919,237.8,
17-04-2023,Clothing,370,1040,39.32,
02-01-2024,Cloting,396,829,38,
06-04-2024, Toys ,224,488,24.95,
10-10-2023,furniture, ,152,$389.54,
06/22/2023,GROCERIES ,593,1090,$8.69,
2024.03.19, Clothing,517,1533,N/A,
31-10-2024,Electronics,-206,354,255.59,
05/28/2025,FURNITURE ,173,503,$400.80,
06/29/2025,Grocery,542,1207,8.1,
25-05-2024,Toys,159,252,$25.33,
11-05-2025,FURNITURE ,131,366,$408.94,
"Sep 15, 2024",Electroncs,207,607,254.37,
11-May-24,TOYS,155,420,$24.92,
2023.09.20,electronics,198,580,251.36,
08/31/2024,Electronics,178,530,255.55,
23-Jun-25,Toyz,162,253,$24.74,
15-Mar-23, Clothing,511,1209,40.25,
2025.03.14,Toys,207,513,$25.06,
"Sep 26, 2024",Clothing,234,544,39.63,
10-Mar-23, Clothing,362,821,40.64,
2023.01.25,Electroncs,326,527,245.32,
"Nov 03, 2024",Toys,167, ,$24.40,
13-Aug-23,Furniture,68,169,NULL,
26-02-2023, Toys ,166,467,26.08,
2023.11.26,TOYS,177,500,$24.25,
02/20/2023,furniture,109,223,379.43,
06/23/2023,furniture,84,162,$384.83,
13-Feb-24,furniture,N/A,372,381.85,
04-Mar-24, Toys ,193,532,24.16,
11-06-2023,FURNITURE ,107,169,"405,47",
"Jan 22, 2024",Furnitature,100,226,392.99,
05/18/2023,Grocery,677,1922,8.1,
2024.04.03,Electroncs,394,780,260.96,
17-01-2024,clothing,413,864,38.88,
11-01-2023,Toyz,215,,$24.88,
05-May-25,GROCERIES ,684,1132,8.55,
2024.12.10,Toyz,253,596,24.79,
2023.09.16, Electronics ,172,362,255.01,
2023.12.25, furniture,138,373,$399.87,
26-07-2023, furniture,92,147,$385.16,
16-08-2023, groceries ,578,1547,$8.91,
27-03-2025,Electronics,NULL,793,$243.92,
"Jul 25, 2024",GROCERIES ,506,1156,8.41,
08/25/2023,Clothing,201,493,$38.38,
2024.07.08,furniture,111,236,417.29,
"Feb 23, 2023",GROCERIES ,672,1763,$8.85,
23-06-2025,Electroncs,312,593,243.89,
10-Jan-24,GROCERIES ,703,1737,8.52,
2023.09.27, Toys ,132,366, ,
17-Jun-24,CLOTHING,357,774,39.11,
07-May-23,groceries,579,1471,8.65,
07-11-2023, Clothing,-356,865,40.57,
02-06-2025,clothing,454,1278,$38.75,
21-03-2023,Furnitature,138,363,$402.42,
11-01-2023,Toyz,215,,$24.88,
2025.06.04,Furniture,160,302,383.25,
2023.08.30,Electronics,210,467,$249.59,
06/20/2024,groceries,574,1277,8.45,
05-Aug-23,clothing,214,426,41.19,
04-Jun-23,ELECTRONICS,226,485,238.09,
08/20/2023,CLOTHING,259,401,38.45,
02/26/2023, groceries ,na,null,$8.89,
28-11-2023,Groceries,789,2298,8.7,
09-07-2024,Electronics,200,391,$246.50,
06/28/2023,Electroncs,289,697,$252.67,
2024.01.24,Cloting,413,1101,"41,83",
04-Dec-24, groceries ,835,2276,$8.20,
08-Jul-23,electronics,212,595,$238.25,
"Jul 17, 2024",Furnitature,126,N/A,$382.06,
02/19/2023,TOYS,154,444,"25,17",
2023.11.24,Furniture,96,175,391.98,
"Jun 30, 2024",toys,154,382,25.34,
10-05-2024,Furnitature,74,114,$380.89,
"May 23, 2025",FURNITURE ,10,29,413.72,drop
02-08-2024,CLOTHING,230,412,$38.80,
"Feb 04, 2025",Electroncs,392,916,244.3,
"Dec 16, 2024",Toyz,210,410,23.82,
12/14/2024,Cloting,388,942,38.79,
28-Feb-25,Grocery,605,N/A,8.48,
13-10-2023,Grocery,322,964,8.1,
11-10-2024,FURNITURE ,72,206,387.99,
"Jan 19, 2024",Groceries,513,997,8.12,
2024.01.20,furniture,103,253,388.12,
03-01-2024,CLOTHING,386,1105,"39,83",
21-03-2025,groceries,583,1714,$8.73,
"Jan 17, 2024", Electronics ,325,680,246.4,
16-02-2023, Clothing,381,579,39.65,
15-07-2024,Grocery,464,837,8.74,
2023.02.19, groceries ,642,1265,"8,40",
"Mar 22, 2025",Furnitature,128,300,410.39,
31-05-2024,Furnitature,107,173,408.76,
2024.12.19,GROCERIES ,728,2080,$8.25,
07-Feb-23,Cloting,425,1021,41.7,
04/22/2023, Toys ,143,421,25.19,
"Oct 30, 2024",FURNITURE ,104,178,395.07,
10-07-2023,electronics,223,384,249.07,
09/21/2023,GROCERIES ,387,951,"8,47",
29-Dec-24,Groceries,728,1927,8.87,
"Feb 18, 2025",Grocery,744,1528,8.82,
2025.03.06, furniture,155,381,390.74,
"Apr 09, 2025",Groceries,915,N/A,$8.14,
02-May-25,electronics,327,662,253.4,
21-06-2025,CLOTHING,345,1020,41.6,
2025.01.27,Furnitature,122,240,411.88,
09/18/2023,Furniture,69,110,412.22,
"Apr 02, 2023",Cloting,331,753,41.19,
03-Dec-24,groceries,803,1999,8.91,
2024.04.30,TOYS,228,673,$23.80,
08-04-2024,Toyz,135,275,$23.71,
"Jun 25, 2025",Toys,216,504,$26.11,
2023.06.27,Toyz,17,47,$23.72,drop
03/17/2024,ELECTRONICS,,750,238,
2025.06.16,CLOTHING,364,708,N/A,
23-Aug-23,Toys,151,254,24.92,
2023.10.25,FURNITURE ,95,255,397.98,
04-01-2025, Electronics ,476,1421,$258.53,
2024.10.30,ELECTRONICS,248,696,$253.18,
27-Aug-24,GROCERIES ,460,1325,8.12,
05-07-2023,electronics,286,823,241.57,
2024.04.03,FURNITURE ,170,389,402.02,
01/20/2025,Electroncs,318,651,250.6,
02-06-2023,toys,158,405,25.21,
28-02-2023,groceries,795,1339,8.87,
01-Oct-23, Electronics ,155,362,257.08,
27-Aug-23,Electronics,183,529,"241,93",
"Jul 23, 2023",CLOTHING,226,554,41.85,
13-Jul-23,Electronics,225,533,241.11,
05-07-2024, Electronics ,244,583,238.63,
03/23/2024,furniture,120,283,398.39,
"Feb 22, 2025",Furniture,140,257,$408.20,
"Nov 04, 2023",electronics,265,793,250.81,
03-07-2023,Electronics,339,934,"251,60",
01/19/2023,Groceries,620,1633,8.72,
"Jan 01, 2024",electronics,253,726,249.46,
2024.10.18,TOYS,N/A,269,24.86,
05-03-2024,clothing,502,1324,$38.71,
08-12-2024, furniture,89,179,413.78,
2025.04.07,Electronics,350,656,$254.70,
"Oct 19, 2024",Toyz,96,null,25.95,
19-Jun-24,FURNITURE ,132,359,402.39,
2023.03.30,clothing,457,1236,40.21,
"Jan 11, 2025",Electroncs,255,443,256.45,
13-06-2025,Electroncs,251,719,256.34,
14-Jan-23, groceries ,516,1440,8.91,
02/18/2024,GROCERIES ,641,1380,$8.82,
2023.01.19,ELECTRONICS,271,547,"252,18",
2023.06.21,TOYS,187,334,24.67,
"Jul 26, 2024", Toys ,129,378,$24.65,
2023.10.23,FURNITURE ,74,205,405.58,
02-Dec-24, Toys ,214, ,$23.70,
17-Nov-24,toys,187,551,24.84,
27-04-2024, furniture,125,340,"417,31",
2023.06.06,electronics,298,839,260.25,
12-07-2023,Cloting,367,629,39.09,
30-11-2024,Electroncs,316,null,261.23,
05/15/2025,Clothing,461,841, ,
2024.06.08,Groceries,492,1331,$8.65,
"Apr 26, 2023",CLOTHING,509,926,40.61,
"Feb 05, 2023",GROCERIES ,574,1142,$8.63,
"Nov 01, 2024", groceries ,545,1390,$8.11,
06-Apr-24,Electronics,NULL,852,257.27,
10-06-2024, furniture,114,194,390.12,
2025.01.21,Groceries,716,1159,na,
10-08-2023,toys,129,316,"26,07",
2025.02.03,Grocery,619,1801,8.75,
"Aug 20, 2024", Clothing,334,991,$38.66,
2023.01.19,Cloting,350,551,$40.42,
06-06-2024,Grocery,687,1090,8.35,
"Nov 29, 2023",CLOTHING,528,1145,$40.88,
18-11-2023,Toyz,153,335,25.18,
"Aug 05, 2023",toys,119,326,24.02,
11-Feb-25,Toyz,244,485,25.5,
02-Apr-24,GROCERIES ,885,1890,8.75,
06/14/2023,Grocery,?,1417,8.81,
2023.12.09,ELECTRONICS,275,676,"259,61",
"Apr 21, 2024", Toys ,180,401,25.07,
05/13/2024,clothing,413,1142,41.76,
2023.07.18,CLOTHING,314,506,"41,56",
2023.01.15,Cloting,308,na,39.21,
16-Oct-23,Toys,119,331,$26.15,
2025.01.27, Electronics ,-311,na,254.29,
"Sep 10, 2023",furniture,64,182,$383.98,
"Dec 15, 2024",toys,229,647,$26.00,
01/24/2025, Clothing,319,675,38.97,
06/27/2024,clothing,363,?,$40.64,
04-Feb-23,Electronics,224,580,256.59,
30-06-2025,Electroncs,275,572,261.31,
"Aug 02, 2023",Furnitature,102,194,"418,90",
10-10-2023,electronics,192,425,$250.17,
2024.04.28,ELECTRONICS,286,703,NULL,
02-Nov-24,Toys,171,440,24.35,
16-05-2024,Furnitature,130,337,$402.08,
2023.04.21,Electroncs,264,450,257.64,
04/24/2024,clothing,552,1619,38.46,
05-Nov-23,Furniture,NULL,227,$406.24,
22-Apr-25,toys,270,455,25.96,
12-Nov-23, groceries ,502,1224,8.75,
"May 14, 2025",Electroncs,447,,237.53,
17-10-2024,toys,136,390,$25.05,
"Apr 14, 2025",toys,219,,$23.94,
08-Aug-24, Electronics ,242,399,241.29,
11-Mar-24,Furnitature,128,370,413.45,
2025.01.31,Electronics,272,610,246.29,
"Jun 22, 2024",Furniture,92, ,400.3,
10/15/2024,FURNITURE ,97,192,$380.88,
16-Nov-24,Toyz,154,236,25.46,
02-01-2024, Toys ,198,538,26.14,
"Dec 05, 2023", Electronics ,368,997,"244,93",
17-01-2025, Clothing,334,753,38.83,
17-Mar-23,Grocery,614,1150,$8.40,
2023.02.06,Furnitature,102,236,414.79,
17-Dec-23,toys,206,591,$25.51,
2024.10.28,Grocery,383,N/A,$8.50,
2024.03.30,clothing,384,809,na,
2025.03.19,groceries,923,1864,8.29,
31-12-2024, furniture,180,473,$379.92,
03-01-2024, Toys ,185,513,25.46,
29-11-2024,furniture,122,310,$401.80,
2024.09.20,Furnitature,-74,161,$405.73,
16-05-2023,groceries,709,1546,8.09,
16-Jan-25, Clothing,440,702,41.68,
28-Sep-23,Toyz,119,292,$24.55,
09-03-2023,furniture,135,374,414.14,
22-07-2024,CLOTHING,270,737,"39,30",
12-09-2023,Furniture,106,201,$399.47,
2023.09.10,TOYS,114,199,$25.47,
"Jun 23, 2023",Electronics,202,421,240.76,
"May 22, 2025",Toyz,235,686,"24,32",
2025.03.24,FURNITURE ,153,331,379.69,
2024.04.11,ELECTRONICS,N/A,846,256.74,
26-02-2024,electronics,343,NULL,252.46,
"Jul 09, 2024", Electronics ,314,941,$255.12,
21-May-23,TOYS,179,393,$25.50,
30-05-2024,FURNITURE ,127,301,391.98,
09-02-2023,toys,105,280,24.73,
"May 15, 2023", Toys ,185,495,24.3,
11-01-2023, groceries ,709,2072,$8.23,
2023.01.14,Electronics,232,392,259.2,
11-May-24,TOYS,155,420,$24.92,
03-Jun-23,furniture,99,280,$408.13,
"Sep 16, 2024",Electronics,186,488,$255.67,
2024.07.18,GROCERIES ,540,1190,8.45,
06-Jul-23,Cloting,356,891,$39.20,
03-11-2024,Groceries,-549,1286,8.5,
2025.02.17,furniture,134,351,"413,91",
07-04-2023,Electronics,310,785,242.19,
22-Oct-24,Electronics,234,450,$255.98,
31-Mar-25,furniture,129,364,391.85,
19-09-2023,groceries,453,832,8.61,
2025.03.09,electronics,344,600,$244.76,
08-02-2024,furniture,128,216,390.36,
07-10-2023,clothing,300,772,40.72,
19-Oct-23, Electronics ,200,526,$253.72,
27-01-2025,Cloting,430,775,40.74,
"Oct 09, 2023", groceries ,-339,580,8.69,
20-Mar-24,Clothing,NULL,1164,$38.61,
21-02-2023,Grocery,816,2143,$8.41,
2024.06.21,Furnitature,92,265,$413.54,
"Jan 03, 2025",Furnitature,111,324,"391,03",
12-Jul-24,ELECTRONICS,216,436,$237.98,
28-03-2025,Furniture,134,334,414.09,
19-11-2023,Cloting,354,824,38.25,
"Jun 11, 2025",ELECTRONICS,426,693,256.46,
15-Jan-24,clothing,354,670,$41.59,
"Feb 02, 2025", groceries ,620,1471,$8.79,
"Aug 01, 2024",Clothing,309,899,40.8,
2023.07.11,toys,170,488,$26.00,
"Jul 11, 2023",Furnitature,113,244,399.5,
08-06-2023,toys,116,250,25.59,
03-08-2025, groceries ,575,1660,$8.08,
"Sep 17, 2023",toys,98,225,$24.69,
"Mar 17, 2025",Electroncs,368,930,$261.15,
10-Feb-25,furniture,141,411,384.22,
2025.02.20,Toys,248,466,24.03,
01/15/2024, Electronics ,248,431,247.83,
"Apr 27, 2024",TOYS,-188,545,"25,85",
"May 22, 2025",furniture,152,402,417.34,
"Apr 14, 2024",FURNITURE ,125,227,389.57,
09-05-2025,Clothing,357,576,40.28,
2023.05.30,furniture,117,312,385.2,
"Feb 04, 2023",TOYS,152,345,$24.92,
"Apr 07, 2024",ELECTRONICS,320,686,$252.22,
22-02-2023,TOYS,229,375,24.6,
09-Jun-24,toys,165,426,?,
2023.06.11, Toys ,160,NULL,$25.65,
29-10-2023,Cloting,223,606,39.61,
07-01-2025,Toys,203,585,26.12,
03-May-25,Electroncs,355,834,253.98,
"Oct 24, 2024",ELECTRONICS,224,601,"246,32",
19-Apr-25,Groceries,701,null,8.65,
13-Jun-23,Furnitature,130,277,$383.35,
04-07-2023,Toys,185,429, ,
15-05-2024,Toyz,248,426,"25,25",
06-11-2024,TOYS,237,654,24.63,
01-08-2023,Toyz,166,481,25.58,
10-12-2023,Furnitature,129,286,$395.31,
2024.03.15,Cloting,397,982,41.41,
"Apr 14, 2024",ELECTRONICS,328,736,238.94,
2023.11.23,TOYS,,?,23.91,
"Sep 28, 2023",Grocery,414,1214,8.66,
"Apr 20, 2025",Toyz,217,622,26.16,
2024.04.05,clothing,367,921,38.73,
"Dec 05, 2024", Toys ,215,415,25.26,
11-Jun-25, groceries ,753,1252,,
30-04-2023,Clothing,383,788,39.85,
05/23/2024, Electronics ,319,501,$244.05,
2023.10.11, furniture,83,216,$393.96,
11-01-2023,FURNITURE ,141,332,$415.93,
20-Dec-23, groceries ,862,1348,8.59,
16-09-2023, groceries ,349,526,8.39,
2024.07.15,Furniture,94,175,$382.05,
23-Nov-24, groceries ,597,1190,8.24,
24-Jun-25,Cloting,404,901,40.79,
01/16/2023, Toys ,134,391,$25.32,
10-Nov-24, Clothing,347,691,$40.94,
2023.05.24,Grocery,799,1470,8.54,
31-Jan-23,toys,198,406,$24.49,
02-11-2024,FURNITURE ,null,231,394.24,
2023.08.20,electronics,189,293,$258.36,
08-Dec-24,clothing,346,872,$41.98,
2023.01.16, furniture,98,195,$417.76,
05-05-2025,toys,230,490,23.88,
01-06-2024,clothing,294,729,40.32,
10-07-2024,Clothing,236,370,$41.67,
01/17/2024,Groceries,704,1486,$8.86,
18-08-2024,ELECTRONICS,224,415,$255.24,
"Feb 06, 2024",Toys,222,507,24.68,
"May 24, 2023",FURNITURE ,149,252,387.01,
2024.08.17,TOYS,-116,300,25.66,
16-Apr-23,Clothing,na,937,$41.19,
04/29/2023,groceries,546,831,8.43,
2024.07.12, Toys ,144,290,24.74,
08-Jan-24,groceries,535,1380,$8.89,
05-03-2023,Furniture,120,289,396.37,
11-Sep-24, groceries ,427,,8.33,
31-Jan-25,clothing,306,738,38.08,
16-04-2025,clothing,620,1714,$41.58,
05-Nov-24,CLOTHING,502,984,40.14,
08-Jun-25,furniture,116,259,$380.26,
"May 27, 2024",FURNITURE ,127,239,"407,79",
"Jul 10, 2023",TOYS,140,273,$23.87,
2025.05.06,furniture,180,470,$400.51,
26-Oct-24,GROCERIES ,340,849,$8.33,
03-06-2024, Toys ,190,447,25.37,
2024.12.30, furniture,147,258,385.35,
05/17/2025,furniture,121,315,$392.53,
11/29/2024,Electronics,281,685,239.63,
"Dec 05, 2023", groceries ,738,1922,8.89,
08-Mar-24,Clothing,354,1045,39.07,
2023.01.16, Electronics ,251,416,241.51,
02-05-2024, Toys ,249,742,$25.71,
26-May-25,FURNITURE ,150,289,417.52,
2023.12.08,Clothing,335,700,41.76,
10-Dec-23,Electroncs,298,786,$255.61,
"Apr 07, 2023",furniture,111,253,401.82,
30-10-2023, groceries ,-417,708,$8.25,
2024.04.09,ELECTRONICS,367,771,"237,68",
27-03-2024,Electroncs,432,1043,257.15,
2024.08.30,toys,91,255,24.9,
02/28/2024,Grocery,810,2002,8.72,
2023.10.25,Groceries,451,980,8.4,
2024.02.05, Electronics ,313,703,255.87,
05/16/2024,Cloting,397,1127,39.35,
21-Jan-23,electronics,203,596,238.31,
06/16/2024,CLOTHING,290,771,"41,39",
2024.08.14,Clothing,308,882,39.3,
2024.06.02,FURNITURE ,-117,239,401.59,
"Jan 08, 2023",TOYS,141,370,24.14,
2025.06.03,Electronics,421,1123,256.15,
"Mar 24, 2023",FURNITURE ,96,198,415.25,
10-08-2023,GROCERIES ,479,1213,8.82,
07-Nov-24,electronics,350,632,"260,36",
05-10-2023,GROCERIES ,868,2401,$8.41,
11-03-2024,Toyz,204,360,23.73,
"Jan 05, 2023",Clothing,343,626,$38.22,
01-05-2023,Furniture,115,259,395.92,
02-09-2025,Furnitature,123,268,410.05,
08-01-2023, Electronics ,250,682,241.04,
11/19/2024,Groceries,789,1681,8.45,
04-08-2023, groceries ,664,1483,8.62,
"Jan 02, 2023",GROCERIES ,511,1338,8.43,
2025.06.24,groceries,665,1651,8.31,
"Apr 13, 2024",Electronics,284,559,253.06,
2025.05.23,groceries,544,976,8.89,
2023.06.26,Toyz,146,350,$25.82,
"Dec 08, 2024",ELECTRONICS,332,766,240.93,
"Feb 11, 2025", groceries ,805,1290,$8.91,
16-May-25,Clothing,359,994,41.32,
17-Dec-24,clothing,-521,1083,38.37,
01-03-2025,CLOTHING,391,1099,40.27,
02/17/2023, Clothing,-330,594,41.98,
"May 25, 2023",TOYS,189,537,26.08,
27-12-2024,furniture,123,362,"404,54",
25-03-2024,Cloting,na,1146,$40.17,
01-Jan-23,Toys,132,208,24.27,
03-05-2024,GROCERIES ,827,1939,8.43,
25-Apr-23,toys,215,593,$25.60,
06-03-2024,FURNITURE ,114,323,$412.17,
22-Jun-23,CLOTHING,348,850,38.85,
09-02-2023,electronics,185,na,$237.98,
09-Oct-24, groceries ,473,1101,$8.60,
2025.05.24,Electronics,316,482,$237.81,
"Jun 19, 2025",Clothing,-412,893,40.8,
08-11-2023, Toys ,105,175,N/A,
"Feb 15, 2025",Furniture,143,417,$418.60,
19-05-2025, groceries ,588,1508,8.7,
"Jan 07, 2025",furniture,142,372,"391,36",
25-06-2025,ELECTRONICS,436,944,249.74,
06/23/2023,GROCERIES ,465,1150,$8.57,
10-Nov-23,Toys,151,438,"23,81",
02-11-2024,GROCERIES ,600,N/A,$8.22,
"Dec 05, 2023", Electronics ,368,997,"244,93",
"Nov 04, 2023",Toyz,145,334,$23.91,
01/16/2024,Electroncs,319,540,255.56,
2025.04.21,Furnitature,152,389,408.88,
26-04-2024,Toys,169,310,26.06,
09-07-2023,clothing,242,550,41.21,
"Mar 05, 2024",electronics,412,767,$251.37,
2025.03.06, Electronics ,435,945,260.39,
01-07-2023, Clothing,258,630,40.4,
08-12-2024,Furniture,132,318,418.42,
05/30/2025, Electronics ,305,529,261.49,
"Apr 21, 2025",Clothing,477,1173,$40.11,
06-Jun-25,clothing,373,1001,39.03,
27-11-2024,ELECTRONICS,-426,690,$240.56,
